Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
07:16.4     	16.81 	63.8    	17.24
07:17.3     	16.72 	63.3    	17.25
07:18.2     	16.60 	62.5    	17.29
07:19.2     	16.49 	60.7    	17.28
07:20.1     	16.32 	61.4    	17.28
07:21.0     	16.30 	60.9    	17.29
07:21.9     	16.20 	61.3    	17.28
07:22.7     	16.12 	59.9    	17.28
07:23.6     	16.09 	61.5    	17.29
07:24.5     	16.26 	62.2    	17.28
07:25.4     	16.34 	62.1    	17.29
07:26.3     	16.15 	59.0    	17.28
07:27.2     	16.19 	58.4    	17.27
07:28.1     	16.15 	58.6    	17.28
07:29.0     	16.25 	59.5    	17.27
07:29.9     	16.31 	58.8    	17.27
07:30.7     	16.43 	59.4    	17.26
07:31.6     	16.48 	58.3    	17.27
07:32.5     	16.60 	59.0    	17.28
07:33.5     	16.65 	58.3    	17.29
07:34.4     	16.63 	57.6    	17.29
07:35.3     	16.68 	57.7    	17.28
07:36.2     	16.74 	57.6    	17.30
07:37.1     	16.77 	58.4    	17.33
07:38.0     	16.87 	60.1    	17.35
07:38.8     	16.86 	60.6    	17.37
07:39.7     	16.60 	58.7    	17.37
07:40.6     	16.39 	59.0    	17.36
07:41.5     	16.41 	61.6    	17.37
07:42.4     	16.60 	61.7    	17.40
07:43.3     	16.46 	58.7    	17.40
07:44.2     	15.82 	58.1    	17.39
07:45.1     	15.68 	57.1    	17.38
07:46.0     	15.45 	57.2    	17.38
07:46.8     	15.53 	58.8    	17.37
07:47.8     	15.65 	59.7    	17.36
07:48.8     	15.67 	59.1    	17.34
07:49.6     	15.78 	60.6    	17.33
07:50.5     	15.90 	62.7    	17.34
07:51.4     	16.08 	62.1    	17.34
07:52.3     	16.21 	60.7    	17.33
07:53.2     	16.22 	59.5    	17.33
07:54.1     	16.39 	63.6    	17.32
07:54.9     	16.64 	63.6    	17.34
07:55.8     	16.71 	61.5    	17.35
07:56.8     	16.34 	56.5    	17.34
07:57.6     	15.93 	56.2    	17.33
07:58.5     	15.64 	56.2    	17.30
07:59.4     	15.48 	57.3    	17.27
08:00.3     	15.47 	58.1    	17.25
08:01.3     	15.51 	58.3    	17.22
08:02.2     	15.45 	57.4    	17.19
08:03.0     	15.56 	59.4    	17.17
08:03.9     	15.63 	57.8    	17.17
08:04.9     	15.51 	55.8    	17.11
08:05.7     	15.47 	56.4    	17.13
08:06.6     	15.45 	55.7    	17.11
08:07.5     	15.43 	54.5    	17.09
08:08.4     	15.27 	52.5    	17.06
08:09.3     	15.24 	53.4    	17.05
08:10.2     	15.35 	55.6    	17.06
08:11.0     	15.35 	55.1    	17.06
08:12.0     	15.39 	54.5    	17.07
08:12.9     	15.40 	53.5    	17.09
08:13.7     	15.44 	55.1    	17.11
08:14.6     	15.44 	53.4    	17.13
08:15.6     	15.43 	53.9    	17.14
08:16.5     	15.46 	54.9    	17.15
08:17.4     	15.58 	56.6    	17.17
08:18.3     	15.72 	57.5    	17.19
08:19.2     	16.10 	60.7    	17.22
08:20.1     	16.37 	60.9    	17.26
08:21.0     	16.30 	56.1    	17.30
08:21.8     	16.09 	54.5    	17.33
08:22.7     	16.04 	55.3    	17.37
08:23.6     	16.17 	58.0    	17.41
08:24.5     	16.27 	56.9    	17.44
08:25.4     	16.12 	54.4    	17.45
08:26.3     	15.64 	53.5    	17.46
08:27.2     	15.47 	53.6    	17.45
08:28.1     	15.39 	55.3    	17.45
08:29.0     	15.48 	57.0    	17.45
08:29.9     	15.60 	57.7    	17.46
08:30.8     	15.72 	57.6    	17.45
08:31.7     	15.78 	58.8    	17.45
08:32.6     	15.94 	60.3    	17.44
08:33.5     	16.22 	60.8    	17.43
08:34.4     	16.33 	60.8    	17.41
08:35.3     	15.85 	57.4    	17.39
08:36.2     	15.67 	58.2    	17.36
08:37.1     	15.47 	58.9    	17.32
08:37.9     	15.51 	59.6    	17.29
08:38.8     	15.45 	57.6    	17.24
08:39.7     	15.25 	57.1    	17.20
08:40.6     	15.13 	56.9    	17.15
08:41.5     	15.19 	59.0    	17.12
08:42.4     	15.25 	59.5    	17.09
08:43.3     	15.22 	57.2    	17.05
08:44.3     	15.17 	57.6    	17.03
08:45.2     	15.19 	58.7    	17.00
08:46.0     	15.17 	57.6    	16.96
08:47.0     	15.15 	57.4    	16.93
08:47.9     	15.12 	57.8    	16.91
08:48.7     	15.14 	57.5    	16.89
08:49.6     	15.04 	57.3    	16.86
08:50.5     	15.03 	57.6    	16.85
08:51.4     	15.02 	58.3    	16.83
08:52.3     	14.88 	56.9    	16.81
08:53.2     	14.84 	57.8    	16.80
08:54.1     	15.02 	58.6    	16.78
08:55.0     	15.07 	57.8    	16.76
08:55.9     	14.98 	57.3    	16.75
08:56.7     	14.93 	57.4    	16.74
08:57.6     	14.93 	57.6    	16.73
08:58.6     	14.98 	58.1    	16.72
08:59.5     	14.98 	58.8    	16.70
09:00.4     	15.00 	58.4    	16.67
09:01.3     	15.05 	59.7    	16.66
09:02.2     	15.10 	58.9    	16.64
09:03.1     	14.95 	58.5    	16.62
09:04.0     	14.89 	59.5    	16.59
09:04.8     	14.75 	59.6    	16.56
09:05.7     	14.86 	60.6    	16.55
09:06.6     	15.08 	61.2    	16.56
09:07.5     	15.11 	59.8    	16.57
09:08.4     	15.05 	59.2    	16.58
09:09.3     	15.04 	59.9    	16.59
09:10.2     	15.10 	59.6    	16.60
09:11.2     	14.90 	60.2    	16.61
09:12.1     	14.85 	59.4    	16.62
09:12.9     	14.79 	59.1    	16.63
09:13.8     	14.71 	59.5    	16.63
09:14.7     	14.76 	60.0    	16.63
09:15.6     	14.79 	59.5    	16.63
09:16.5     	14.86 	60.7    	16.63
09:17.4     	14.98 	61.2    	16.63
09:18.3     	15.09 	60.8    	16.63
09:19.2     	15.13 	60.9    	16.64
09:20.1     	15.22 	61.9    	16.65
09:20.9     	15.32 	61.0    	16.67
09:21.8     	15.24 	60.5    	16.69
09:22.7     	15.25 	60.7    	16.70
09:23.6     	15.12 	60.1    	16.72
